"id_cliente";"id_solicitacao_emp";"id_historico_emp";"idade_cliente";"salario_anual";"propriedade";"anos_trabalhados";"motivo_emp";"pontuacao_emp";"valor_emp_solicitado";"taxa_juros";"possibilidade_inadimplencia";"percentual_emp_salario";"inadimplencia_anterior";"anos_primeira_solc_emp"
"alb38mi2-zg0k";"yu6if6rk-aume";"4npruo5i-9ops";26;113050;"Hipoteca";4.0;"Médico";"B";9000;12.53;1;0.07;"n";4
"zmhilsqi-aekn";"yu73ls76-flhy";"0mj2paxg-xrit";21;40000;"Alugada";3.0;"Empreendimento";"B";5000;9.25;0;0.13;"n";4
"edfgxkdb-cjib";"yu9as1wy-gpnk";"db4uacuu-x2et";23;28000;"Alugada";0.0;"Educativo";"A";6000;9.63;0;0.21;"n";4
"5hhy5s3k-mhfp";"yu9l360l-qbk7";"qxkvkwa4-9q42";28;75000;"Alugada";6.0;"Educativo";"A";8000;7.9;0;0.11;"n";6
"5xxn6rpg-t91r";"yua8f0np-jnkh";"qixfhbrm-cyob";28;57000;"Alugada";2.0;"Empreendimento";"D";15000;14.11;1;0.26;"n";10
"yikjhikf-e8sh";"yuaebxt2-onbt";"wohs7asp-gms7";33;90000;"Alugada";15.0;"Pessoal";"B";18000;11.58;1;0.2;"n";10
"vougn0w7-jfoj";"yuajpkma-x8js";"pp56iyjw-fz37";21;27996;"Hipoteca";5.0;"Educativo";"";10000;15.28;0;0.11;"";2
"frikqzlz-uzcq";"yuajufmr-l4ao";"zktp1gqi-nzaz";24;115000;"Hipoteca";3.0;"Pag. de débitos";"D";12000;15.05;1;0.1;"n";4
"aj97uclv-aaa7";"yuaqsall-gxk9";"lrhbthcu-bsnk";27;85000;"Alugada";2.0;"Empreendimento";"C";7000;13.99;0;0.08;"y";9
"mcf43y58-b42r";"yuc4pqxe-c4ty";"0bacgxiq-apez";31;36000;"Própria";15.0;"Empreendimento";"A";5000;6.99;0;0.14;"n";9
"uuimtj5a-mptj";"yucoaaaj-hyor";"s35jfvr8-ui5a";25;72000;"Alugada";0.0;"Médico";"A";17000;7.88;0;0.24;"n";3
"iomp40pa-cnj4";"yud3bu3v-ltn0";"d8hbjlny-dsta";29;58000;"Outros";0.0;"Melhora do lar";"B";14000;11.83;0;0.24;"n";8
"unztnkfz-seyc";"yudbt1km-1qxp";"rc1t3rmf-ygcv";26;37850;"Alugada";1.0;"Pessoal";"B";6400;9.88;0;0.17;"n";2
"yhovhcwo-ikes";"yudkcfrt-zosj";"lnr35rvx-z8hi";24;66000;"Hipoteca";8.0;"Médico";"A";15000;6.54;0;0.23;"n";4
"lc1cxw24-51ol";"yue7mqsj-tfjz";"e6znrbyy-qiom";21;90200;"Alugada";2.0;"Pessoal";"C";19125;13.92;0;0.21;"n";4
"plx45whs-fbks";"yueozbis-iy97";"zqu6uu0n-phqg";23;55000;"Alugada";3.0;"Empreendimento";"C";14000;11.66;0;0.25;"n";3
"hs0j7owh-3geq";"yueu4mzc-ghez";"qz4xuvc9-ashm";21;12000;"Hipoteca";5.0;"Pag. de débitos";"E";3250;15.68;1;0.27;"y";2
"cwyoy63r-zjxg";"yugj52lv-j6uo";"afylbzuh-xmx7";32;24000;"Alugada";2.0;"Médico";"A";2500;7.74;0;0.1;"n";9
"i5bwdf4i-szxr";"yuhqasgc-td59";"rwyc51s8-qhtm";36;60000;"Alugada";3.0;"Educativo";"A";9500;7.14;0;0.16;"n";12
"cztdie4f-kp3d";"yujaplxq-brn1";"zgtjzykw-ego6";27;130000;"Alugada";11.0;"Educativo";"C";12000;15.23;0;0.09;"y";10
"h7wnaeej-1isn";"yujgxue6-aeom";"u14bnxjd-itou";32;44004;"Alugada";2.0;"Pag. de débitos";"F";5000;18.25;1;0.11;"n";5
"reote5us-gnqm";"yuju3dgp-swos";"4qxm6mki-ybqz";33;21000;"Alugada";0.0;"Pessoal";"A";6500;7.66;1;0.31;"n";6
"09zyhsod-lw1e";"yum9aylw-tjdv";"ycqxck1s-m803";27;46800;"Hipoteca";0.0;"Médico";"D";8000;15.7;1;0.17;"n";8
"plzp8zdc-suyv";"yuombdhp-9mpi";"maibtz9d-a2l6";80;64000;"Alugada";7.0;"Médico";"B";6800;11.71;0;0.11;"n";25
"nog1cr9q-5qec";"yuoukgbj-5g8u";"y9k4ujha-nyp5";24;69996;"Alugada";3.0;"Melhora do lar";"B";2500;12.53;0;0.04;"n";4
"fc8n8ubt-5jce";"yupk4iwn-fpdp";"3nfhu4q6-eg91";23;19200;"Hipoteca";0.0;"Médico";"A";4500;0.0;0;0.11;"n";12
"9p1sisss-ofsr";"yupljq1p-p6xz";"vjq8sboh-wivb";32;39000;"Alugada";4.0;"Médico";"B";4500;9.91;0;0.12;"n";7
"zvukqn5i-xrqg";"yuqefjch-zrob";"czvzhq2r-b0ts";30;27600;"Hipoteca";3.0;"Educativo";"D";2250;15.62;1;0.08;"n";9
"iog6b9h3-x2bq";"yurvhdij-ufan";"gmahxzsn-l39e";27;24000;"Alugada";0.0;"Médico";"A";10000;7.68;1;0.42;"n";9
"x2ikwelg-sywn";"yus2jows-u73d";"ahs79n6f-hhub";36;94185;"Hipoteca";3.0;"Pessoal";"A";10000;9.32;0;0.11;"n";15
"ctvlddas-cw80";"yutb7jc7-e93h";"ddzfpr9a-gp5g";34;52809;"Alugada";18.0;"Empreendimento";"B";13000;10.62;0;0.25;"n";9
"dlwzcdum-i0xu";"yutlmsge-r45c";"fk96n9qx-ozak";28;105000;"Hipoteca";1.0;"Pag. de débitos";"A";24000;0.0;0;0.23;"n";6
"iu8f812n-9819";"yutt7f41-0pyj";"1ltlquks-dzkq";28;25000;"Hipoteca";12.0;"Melhora do lar";"C";10625;14.27;0;0.42;"y";6
"73nf46r8-r4i3";"yuw0s0s1-spx1";"3yjrhdjn-q4zt";24;85000;"Alugada";5.0;"Médico";"B";25000;10.62;0;0.29;"n";4
"uqcordir-e8e5";"yuxefppl-mbd8";"y9b0zvlp-jhgz";24;94000;"Alugada";6.0;"Melhora do lar";"C";9600;12.99;0;0.1;"n";2
"dn9jurb2-v30h";"yuxllcsl-utsp";"4xu1btef-6x1p";25;109000;"Hipoteca";5.0;"Pag. de débitos";"B";15000;10.25;0;0.14;"n";3
"frqixqgh-5lka";"yuznutqe-pt3o";"bluhshtz-fany";37;46000;"Alugada";4.0;"Educativo";"B";6000;11.49;0;0.13;"n";13
"3v3rijmp-wppg";"yv5clef2-iiuw";"4yh8x3o5-mteh";25;52000;"Alugada";2.0;"Empreendimento";"C";18000;12.98;1;0.35;"n";4
"a4qeno2w-xgyl";"yv5wdqyp-wplw";"7tcxw4ex-wf2k";46;40000;"Hipoteca";8.0;"Educativo";"A";12000;6.91;0;0.3;"n";11
"tfg6cnlm-qm6h";"yva2ekhs-phfc";"scfcumrp-gx2f";33;40000;"Hipoteca";1.0;"Pessoal";"A";7200;9.32;0;0.18;"n";8
"5wiumowl-pnmo";"yvay6nmh-qwgp";"hylzq1su-rtss";27;144000;"Hipoteca";6.0;"Médico";"A";5000;7.49;0;0.03;"n";5
"u9ehjnnw-qvje";"yvayoeyy-m4gm";"upy3hxsz-nems";24;105000;"Alugada";2.0;"Empreendimento";"A";13800;7.66;0;0.13;"n";2
"inclk38x-sqpu";"yvbwvnds-7whr";"sivgxs2l-qibj";25;63000;"Hipoteca";3.0;"Educativo";"C";3000;13.47;0;0.05;"n";2
"qumh8m6y-why9";"yvdba9xj-65ff";"c9nu1dmd-kfwj";30;143000;"Hipoteca";11.0;"Pessoal";"A";18000;8.49;0;0.13;"n";7
"lv5uuw6k-aqcs";"yvdyf6iw-gu9e";"dw3wf0rw-jsty";33;95000;"Hipoteca";17.0;"Médico";"A";12000;7.29;0;0.13;"n";6
"yvju5fa7-uzcu";"yvgpydi9-wypt";"iqnz0l8j-w2nc";22;42000;"Alugada";6.0;"Pessoal";"C";10000;0.0;0;0.24;"y";4
"xscbeue0-fqbi";"yvhyfnj1-rnoa";"ubs41enb-as6h";27;30000;"Alugada";5.0;"Pessoal";"C";6575;13.49;1;0.22;"n";9
"ztrdtdth-ioeo";"yviawvuq-cnbb";"5j883qbg-6kwc";28;89004;"Alugada";3.0;"Pessoal";"A";18000;7.49;0;0.2;"n";10
"pu9rpy7m-96ln";"yvieyjba-dzpu";"m5the3ww-alf0";33;55000;"Hipoteca";5.0;"Pessoal";"A";15000;6.54;0;0.27;"n";6
"y52hzzpu-ejou";"yviqbauu-y9eb";"dzhmltpr-1t5r";28;85000;"Hipoteca";12.0;"Médico";"B";18000;12.53;0;0.21;"n";10
"oybrqpmx-fgrw";"yvj0lueu-6eyx";"7pxsdyub-muwk";21;37200;"Alugada";5.0;"Médico";"C";4000;13.49;0;0.11;"y";4
"ziwjgled-wwp7";"yvkdjsdn-jjfc";"lw4q2teq-mnuf";39;23500;"";14.0;"Pessoal";"D";5600;0.0;0;0.16;"n";17
"koc10miv-1kiu";"yvkm0sj9-bspk";"xzrwrgtl-ypfk";25;45500;"Alugada";3.0;"Médico";"C";2000;13.49;0;0.04;"y";3
"uini9pyp-tkth";"yvpmjuif-ghsy";"u7pcgi9e-mupa";23;46330;"Alugada";0.0;"Pessoal";"B";8000;10.65;0;0.17;"n";4
"rclihyvr-u4od";"yvptwyte-fdrm";"pmsk5kml-5a06";27;145986;"Hipoteca";2.0;"Médico";"A";5500;5.42;0;0.04;"n";6
"zcxptvqr-dfas";"yvsj3jzj-wnti";"tdl6j5w8-csqf";30;50000;"Alugada";4.0;"Melhora do lar";"E";16000;16.77;1;0.32;"n";5
"6ou1r6op-ggue";"yvsswcmx-84ba";"i63mmltm-jmzr";24;43000;"Alugada";8.0;"Empreendimento";"B";4000;12.69;0;0.09;"n";2
"znmdwjpc-mqju";"yvykn3r5-hiox";"rxuk6leu-khyj";25;35000;"Própria";9.0;"Pessoal";"C";4000;13.11;0;0.11;"n";2
"wotqld3k-0jeh";"yvyyl9v7-bknc";"gbn0krw5-h81l";36;37200;"Alugada";5.0;"Educativo";"C";11000;12.73;0;0.3;"n";12
"fu4dcen6-rlz0";"yvzrmcb5-jylm";"pq7f7nar-ybwr";31;105600;"Alugada";5.0;"Pag. de débitos";"B";17700;10.99;0;0.17;"n";6
"e5h3vbym-gdhs";"yw1dy5yt-ycj4";"goki8woh-zycz";24;35000;"Alugada";0.0;"Médico";"A";1800;7.14;0;0.05;"n";2
"8ssg7zy3-kguu";"yw1o1bka-kmeg";"bdslsu5n-rcpo";34;26000;"Própria";0.0;"Médico";"A";3000;8.49;0;0.12;"n";9
"wxxexmfk-gj59";"yw1xa4us-bjmg";"di8xmxsw-pgsn";31;42000;"Própria";0.0;"Melhora do lar";"B";7200;9.99;0;0.17;"n";8
"tppozuch-s4w7";"yw2n0pyp-5ipw";"oeoskcgr-qkc5";25;82000;"Hipoteca";2.0;"Melhora do lar";"E";10000;14.93;0;0.12;"n";3
"d8sz0i2f-besy";"yw2xkz9c-3ose";"xm9h6lvw-jxhy";26;24000;"Alugada";0.0;"Médico";"D";3600;14.96;1;0.15;"n";4
"jedagxzt-7blt";"yw4fd2hg-n3zn";"nvmcugic-dqxa";26;29000;"Alugada";0.0;"Melhora do lar";"D";3400;15.62;1;0.12;"y";4
"dkyyqzgo-nms5";"yw5kggze-1fxb";"zsjxzxd7-nmnm";24;28800;"Própria";8.0;"Empreendimento";"B";6000;10.74;0;0.21;"n";2
"piw6duaq-zpsf";"yw8c8fw1-knzc";"c7ki4mho-6odl";24;44000;"Alugada";5.0;"Pessoal";"C";2800;14.17;1;0.06;"n";2
"q20g7v5y-7axz";"yw9l2t32-rwgd";"wo55d55y-lkn6";24;91000;"Hipoteca";5.0;"Médico";"A";15000;7.88;0;0.16;"n";4
"d9b4psml-esyb";"yw9sh49y-zkzn";"ycysfafe-h2d7";32;45489;"Hipoteca";13.0;"Pessoal";"C";18250;12.73;0;0.4;"y";5
"3n1226sw-7pms";"ywasgroh-cadx";"t0ca9i0g-eibh";27;29000;"Alugada";2.0;"Pessoal";"B";10000;12.69;1;0.34;"n";10
"p4jjlw2e-hjtc";"ywavyowo-bxem";"czqh3acq-zgax";29;65000;"Hipoteca";4.0;"Melhora do lar";"A";10000;6.99;0;0.15;"n";9
"d9byr6jg-mybc";"ywc2xlvn-ny8x";"lcu8rxul-zumq";47;52000;"Hipoteca";4.0;"Médico";"A";12000;7.29;0;0.23;"n";16
"trwiryci-lxtq";"yweerogw-wtuh";"ntgxlm0n-lsbs";27;45600;"Hipoteca";6.0;"Pag. de débitos";"A";3000;6.99;0;0.07;"n";5
"ebatvgmi-om3j";"yweghyiq-xujn";"aeesfhj4-ge4n";30;96000;"Alugada";1.0;"Empreendimento";"B";4000;10.75;0;0.04;"n";5
"y5l9mc40-solf";"ywhmehsb-j43f";"kxrjur6j-d4b1";26;54500;"Alugada";7.0;"Educativo";"A";2400;9.32;0;0.04;"n";3
"xemcciw4-y3mq";"ywipaziu-o2e8";"idnpaqkq-1hyf";66;82000;"Hipoteca";8.0;"Pessoal";"A";28000;7.9;0;0.34;"n";20
"ljkpwfzs-dfzv";"ywisj9sq-ncq1";"ktrh1w21-alzr";28;245000;"Hipoteca";0.0;"Pessoal";"E";18000;17.39;0;0.07;"y";9
"oxxtxpdu-gsjw";"ywjpoybw-tjg8";"oc7w0frh-sfot";27;51000;"Alugada";1.0;"Melhora do lar";"A";2000;7.74;0;0.04;"n";6
"kfkyzr3l-skj8";"ywjqxhta-trdy";"joibs6hj-aadb";23;55000;"Hipoteca";8.0;"Educativo";"B";12375;9.91;0;0.23;"n";3
"eqtdhjss-ecan";"ywk4addz-wgqf";"ivkr46hs-a5hd";22;35000;"Hipoteca";6.0;"Pessoal";"C";7500;11.34;0;0.21;"y";2
"f1xctr79-4bpw";"ywk97sro-akx9";"lrl5xgsf-erpa";23;20000;"Alugada";0.0;"Empreendimento";"E";3200;16.0;1;0.16;"n";2
"qz8act6z-fwqy";"ywlep5cd-svk5";"jddkrpvm-urkl";40;86000;"Alugada";0.0;"";"D";20000;10.51;1;0.33;"n";7
"uoooqphu-sud9";"ywmyozby-xnfd";"nrfaodty-jbd3";30;32004;"Alugada";2.0;"Pessoal";"D";8700;15.58;1;0.27;"n";10
"gto3xgzd-4oiz";"ywo4ma8l-qi9e";"sf5jokvt-etug";30;72000;"Hipoteca";3.0;"Pessoal";"B";12000;10.95;0;0.17;"n";5
"ew2lvpay-aw7v";"ywotbcua-8m5o";"y1nyw3iz-rkwd";33;96000;"Alugada";14.0;"Empreendimento";"A";20000;7.88;0;0.21;"n";10
"b7187kwi-25xz";"ywpl4heh-my8h";"zz44qc1x-xdjs";32;31000;"Hipoteca";16.0;"Pag. de débitos";"A";3000;7.51;1;0.1;"n";7
"nfvmisq5-8aw7";"ywpywepn-affz";"doui2fzo-gyo5";23;100000;"Hipoteca";7.0;"Pessoal";"B";11200;11.49;0;0.11;"n";2
"g5rs1od9-xsdo";"ywqcquwi-foik";"zod6at5e-a0xa";24;50004;"Própria";2.0;"Médico";"B";10000;11.12;0;0.2;"n";2
"jorxvnkr-mzmg";"ywqquwjf-4l0r";"hnsuhsna-cdcy";37;51000;"Alugada";5.0;"Pag. de débitos";"A";1800;7.51;0;0.04;"n";14
"zimk0lnm-yoy8";"ywra4l3i-7zax";"8dwlshew-6rfq";21;54036;"Hipoteca";3.0;"Médico";"B";8000;11.36;0;0.15;"n";2
"usth97yt-uqfx";"ywvpxts0-a4no";"8x0lyus4-iclr";35;48000;"Alugada";6.0;"Médico";"A";17000;7.88;1;0.35;"n";6
"uwjgt8mz-x3zl";"ywwlsbsx-qut0";"lso5roiz-prvl";21;102000;"Alugada";5.0;"Empreendimento";"D";10000;0.0;0;0.1;"y";3
"snssxlla-kmdc";"ywx97oyt-mkfs";"pvilrmrb-uf7d";38;60000;"Própria";2.0;"Pessoal";"D";6000;14.96;0;0.1;"n";11
"gdb2ucmy-wwlt";"ywxcj2fs-8k5l";"ysgomqnc-fkds";24;80004;"Alugada";1.0;"Empreendimento";"A";12000;7.29;0;0.15;"n";3
"yjhbycgl-ucak";"ywy6bmu5-epu5";"krnp1ebp-4da4";27;41000;"Alugada";0.0;"Médico";"B";15000;11.48;1;0.37;"n";8
"aervzzdd-jiim";"ywyas1nn-emse";"txqnaadj-ok3m";28;96000;"Hipoteca";5.0;"Melhora do lar";"D";11250;17.58;0;0.12;"n";5
"keeyc0ej-hset";"ywybuorq-gfol";"g9xxm8cu-dbjy";33;56000;"Alugada";2.0;"Educativo";"A";10000;7.74;0;0.18;"n";5
"odjx3dvp-xu1x";"ywyedzh6-u0qh";"zlob7dhv-bbh1";23;76000;"Hipoteca";8.0;"Pag. de débitos";"B";6000;11.49;1;0.08;"n";2
"qlzhxe6s-hyeq";"ywzy5d8h-oge4";"jfcipkmt-ppu5";24;69996;"Hipoteca";5.0;"Empreendimento";"A";12000;0.0;0;0.17;"n";2
"7ggcbp7y-tzut";"yx0eqar6-bkys";"cwfa5hri-gzn6";31;83000;"Hipoteca";3.0;"Educativo";"A";7500;7.66;0;0.09;"n";10
"wgrg0iuj-mgcf";"yx1mlx6l-ry50";"1ukmbjqq-2zwg";31;44000;"Alugada";1.0;"Melhora do lar";"B";10000;10.71;1;0.23;"n";9
"xvr8cdq2-xpfi";"yx3qo9sc-jbzt";"l1enbrlg-qdjh";25;23387;"Alugada";2.0;"Pessoal";"A";10000;7.51;1;0.43;"n";4
"ggq9qoo4-jjpn";"yx6jswmr-qhee";"cpuoodnq-ustn";23;33000;"Alugada";4.0;"Educativo";"B";10000;11.99;0;0.3;"n";4
"7el5tlcy-zwgl";"yx7glpjs-qri8";"ze0grmfe-2xbt";22;38400;"Alugada";6.0;"Pag. de débitos";"B";3600;12.69;0;0.09;"n";3
"wbpsquxs-gkom";"yxa7fok3-bzpi";"kebemmmu-4aza";28;60996;"Hipoteca";11.0;"Pessoal";"E";24250;16.4;0;0.4;"n";8
"wxpu5ktw-jqrq";"yxa7fq28-wx2r";"mreokhgu-scb8";22;86000;"Hipoteca";6.0;"Pag. de débitos";"A";10000;8.94;0;0.12;"n";4
"qrw8z1lg-wzlu";"yxare01l-woqn";"6nin1tjp-bmoa";35;39000;"Alugada";8.0;"Pag. de débitos";"A";4500;6.62;0;0.12;"n";6
"xjzmn3gj-j8dn";"yxbd7p3r-iyfu";"fne25h58-euri";28;99996;"Hipoteca";6.0;"Empreendimento";"A";10000;5.42;0;0.1;"n";9
"b8opq7mi-a0yw";"yxbnrpbq-fmsb";"1sk7aai3-blin";23;95000;"Alugada";2.0;"Empreendimento";"B";13600;11.11;0;0.14;"n";2
"dbacajij-chcr";"yxbrxqcy-zcl3";"srfqsde7-3tz7";22;75000;"Hipoteca";6.0;"Médico";"C";15000;14.27;0;0.2;"n";2
"3qqax24l-lu8m";"yxcf6amf-jy2h";"34kk4d2m-ydta";24;65000;"Hipoteca";1.0;"Pessoal";"B";6000;10.99;0;0.09;"n";2
"gyzg0exm-7sae";"yxcsqxis-ptni";"4wdps3wu-jies";29;143000;"Hipoteca";2.0;"Melhora do lar";"A";16800;6.17;0;0.12;"n";9
"591s02fo-udbq";"yxdn64jq-bkvw";"xh5dzyjn-yyq9";25;77000;"Hipoteca";6.0;"Educativo";"D";8000;15.33;0;0.1;"n";2
"mlylouib-oeqi";"yxdoqby7-jcp1";"ayrkfytp-0z6b";21;45000;"Hipoteca";5.0;"Empreendimento";"A";18000;7.88;0;0.4;"n";2
"k9sfwmw5-tu4c";"yxdtblib-anh9";"lf8seb1y-irj8";35;165996;"Alugada";1.0;"Pag. de débitos";"A";6000;5.42;0;0.04;"n";10
"atkmfele-kjhk";"yxen50t1-viqa";"xufccq52-obti";33;33000;"Alugada";0.0;"Pessoal";"C";7500;11.34;0;0.23;"n";9
"kxyry6hy-iyft";"yxf2kvj8-qxys";"efgjs51d-tad3";45;66000;"Alugada";4.0;"Melhora do lar";"B";13650;12.42;0;0.21;"n";11
"jodqwejr-5uwq";"yxfwyt1p-gag7";"yrhv1d3f-ni30";29;40000;"Alugada";7.0;"Pessoal";"A";11450;8.49;0;0.29;"n";5
"ygkudqxr-n1pz";"yxg6pt5n-46lf";"yr6gpzns-gbgz";22;54996;"Hipoteca";6.0;"Pag. de débitos";"B";25000;12.42;0;0.45;"n";2
"6skkz1zc-llng";"yxgcw4db-imq0";"x9lrepsz-saoj";33;51996;"Hipoteca";3.0;"Pag. de débitos";"B";14000;8.88;0;0.27;"n";9
"b6hjqfoq-dvrp";"yxgzodzd-ppgv";"1d6wdh4q-kwba";28;141996;"Hipoteca";3.0;"Empreendimento";"A";13000;0.0;0;0.09;"n";7
"2776szqn-lawc";"yxi3kkxg-nciv";"e1rna3gm-4ngb";22;82000;"Alugada";4.0;"Pessoal";"A";14000;7.9;0;0.17;"n";4
"cilqgdd7-rf5m";"yxiu5f8l-away";"w02m0frw-teiq";28;62000;"Alugada";0.0;"Melhora do lar";"A";15000;7.9;0;0.24;"n";10
"ckc4pvzv-wlzn";"yxk4sbit-ake6";"5wxciuk1-c3ty";31;34000;"Hipoteca";3.0;"Educativo";"C";10000;13.85;1;0.29;"y";6
"sbcohekm-osaa";"yxkbdj8y-fjxe";"o4ucudfd-abak";27;40000;"Alugada";4.0;"Empreendimento";"D";10000;0.0;0;0.25;"y";10
"k5u4skpq-ztad";"yxlehjto-rpgp";"hrkeguqi-2w6h";29;42000;"Hipoteca";6.0;"Pessoal";"B";6000;11.49;1;0.14;"n";9
"mtzsyz1b-uy6u";"yxlexdfy-fgch";"fibfkoij-ko0w";22;30000;"Hipoteca";5.0;"Médico";"C";3000;14.79;0;0.1;"y";3
"fwruxebu-6sal";"yxli8xsf-0g4g";"l2otztwv-mscb";26;36000;"Alugada";3.0;"Educativo";"A";3000;7.88;0;0.08;"n";4
"rkhi1xoh-itew";"yxlr6fy5-sf9n";"h7sv6qhv-jezy";26;21600;"Hipoteca";0.0;"Melhora do lar";"B";1000;10.36;0;0.05;"n";3
"fnizk6pr-cjgh";"yxmbjt3i-oium";"t1pjtabq-kqgn";31;26000;"Alugada";1.0;"Médico";"B";6600;0.0;0;0.25;"n";6
"gj9l4mwr-ntsw";"yxnivspa-lzkb";"qzdb4giy-qtha";21;18000;"Alugada";3.0;"Pag. de débitos";"C";1500;12.87;0;0.08;"y";4
"wjk2wjid-ysdx";"yxp2tmeh-36se";"bhuftl5h-ptcd";34;38769;"Hipoteca";3.0;"Pag. de débitos";"A";2400;8.9;0;0.06;"n";6
"u79qnngy-xno4";"yxp5dunl-xdgc";"rw388gqs-2cyk";31;41000;"Hipoteca";6.0;"Médico";"C";3200;13.16;1;0.08;"n";6
"bkroyaxl-iuqa";"yxpt9eda-nmpz";"hykssno7-6xar";40;28800;"Alugada";2.0;"Médico";"B";4000;10.74;0;0.14;"n";15
"6x4tqxnz-bwp0";"yxqnxcaz-0r7o";"oxqsgltu-tjiq";24;20856;"Própria";0.0;"Empreendimento";"B";10000;10.59;0;0.48;"n";4
"b1bcdlcw-wqjt";"yxqqks2s-unng";"nqlty0hx-dxd4";32;65000;"Hipoteca";3.0;"Pessoal";"A";8000;0.0;0;0.12;"n";5
"hhg3dmsq-dxon";"yxrtwevd-m4kb";"rxeztdc7-hwft";23;85000;"Hipoteca";4.0;"Educativo";"A";3000;6.03;0;0.04;"n";3
"ndkhejog-gerl";"yxscz8ux-dce8";"hlg1k9tr-faci";37;49500;"Alugada";0.0;"Médico";"A";10000;7.66;0;0.2;"n";14
"zlvwrm0w-hlg8";"yxtjpa8e-o5mz";"azuqyzl8-6nuo";22;62502;"Alugada";3.0;"Pessoal";"B";6400;11.71;0;0.1;"n";3
"d38benwl-hg61";"yxurcypo-awvs";"73rghocd-d6un";22;198000;"Hipoteca";6.0;"Pag. de débitos";"C";24250;14.22;0;0.12;"n";3
"93kymudu-6wbs";"yxuznr4y-vmza";"9qipff2b-cvtm";26;30000;"Alugada";1.0;"Pag. de débitos";"A";10000;6.99;1;0.33;"n";4
"unry1ys5-efub";"yxwclssk-rtfe";"bxub4gdy-lmwc";28;44000;"Alugada";2.0;"Médico";"C";10000;13.48;1;0.23;"n";8
"uhap80hq-s75n";"yxxw3iyl-qaag";"onoq3bkn-txjw";21;15000;"Própria";0.0;"Melhora do lar";"C";3175;11.54;1;0.21;"y";3
"o6tyom3c-gggx";"yxzjd3mv-er7b";"dmdl2cue-odxx";31;42300;"Própria";15.0;"Empreendimento";"A";2000;6.92;0;0.05;"n";9
"uxou8cjb-og6h";"yy0sq89h-tk3i";"jpisbbd6-e4gz";24;83904;"Hipoteca";8.0;"Pag. de débitos";"D";16000;16.07;1;0.19;"y";4
"aau8yg5g-damt";"yy1c6w0n-vazj";"s6umispl-yhbl";40;86000;"Alugada";0.0;"Educativo";"D";20000;14.54;1;0.23;"y";13
"33rl4mg5-cuue";"yy1cyry7-qgkt";"7qcjwnf4-qsqk";41;21600;"Alugada";2.0;"Médico";"A";4000;7.51;0;0.19;"n";14
"qqa3c92e-yns8";"yy1g2acr-oam7";"zyncata2-gmpc";22;37000;"Hipoteca";0.0;"Médico";"A";15000;8.49;0;0.41;"n";2
"qwbmpeie-wlo5";"yy2y3b0f-kts2";"sar3svz0-eroo";28;45000;"Alugada";4.0;"Médico";"C";9000;14.65;0;0.2;"n";6
"uu29jpjc-o0r0";"yy3axkai-uqg1";"nskbnoxq-rjrj";23;35000;"Própria";2.0;"Empreendimento";"B";14000;0.0;0;0.4;"n";3
"1o7baf1f-b1th";"yy76i49e-pnh0";"yctflysj-aa4z";22;32000;"Alugada";0.0;"Pessoal";"B";3200;10.2;0;0.1;"n";3
"ufexjqax-h7i2";"yy7866a5-lhyu";"iusm9hlj-uubw";29;45600;"Hipoteca";3.0;"Educativo";"C";4750;0.0;0;0.1;"n";9
"rk5je2rd-9tox";"yy9poxff-saax";"rdhwfz7h-mfms";26;63000;"Alugada";3.0;"";"C";4500;0.0;0;0.08;"n";10
"duolnlds-t8en";"yya1bne2-dir8";"co7ltiuf-ypu3";30;75000;"Hipoteca";9.0;"Melhora do lar";"C";14000;13.79;1;0.19;"n";8
"opuzeoyr-pjpy";"yyamfrsy-wjih";"u9i3ljnl-alaw";21;35004;"Própria";5.0;"Empreendimento";"B";1500;9.62;0;0.04;"n";2
"rlujsccw-pkn1";"yycadpyx-p9ku";"ahego4j3-pkfo";36;20004;"Alugada";1.0;"Educativo";"B";4375;10.74;0;0.22;"n";11
"zqeebiql-9l3q";"yycra1my-derl";"ugt1odhi-8vk7";28;140000;"Alugada";3.0;"Pag. de débitos";"B";12000;9.91;0;0.09;"n";10
"iadcxab1-hrnx";"yydw8zty-vlfl";"4rq5eyvh-wghr";27;43000;"Alugada";11.0;"Pessoal";"B";3000;10.99;0;0.07;"n";7
"tslqq6se-5rco";"yye6ffol-pbiv";"7bkaav3w-ahn1";25;31008;"Alugada";7.0;"Médico";"D";8000;0.0;1;0.26;"n";3
"kesxrkuj-3egm";"yyemiexa-scyg";"smzcgpbp-q0wh";25;40000;"Hipoteca";9.0;"Pag. de débitos";"C";3500;13.49;0;0.09;"n";3
"adafikkj-jswx";"yyfsgkqz-f8g5";"tgzk51wr-od1n";22;66500;"Alugada";0.0;"Empreendimento";"D";10000;14.11;1;0.15;"y";2
"hpstus4y-6bnd";"yyg378xu-gtqk";"tc7tdyuf-tgif";29;61848;"Própria";13.0;"Empreendimento";"B";5000;10.38;0;0.08;"n";10
"xnmpznux-jyft";"yyg4ma7d-9ai0";"agiqlnnh-hkoh";28;60000;"Hipoteca";5.0;"Médico";"B";6000;10.99;0;0.1;"n";6
"jssfkjbo-tn1t";"yyg4sqa6-znhe";"6fdd4ax1-xtrx";23;16800;"Alugada";7.0;"Educativo";"A";6625;6.03;1;0.39;"n";3
